text,category
 Anything for a free meal. Bloody foreigners. Coming over here begging for food. 😜,Xenophobic
 His lies are intelligent but not more than social media evidence with pictures people got unauthorized citizenships and passports etc ... His department crew must go down with him as they hide secrets in their office since foreigners bought them like business staff long time ago,Xenophobic
South Africa was much better without foreigners......... I think it's time to take them back to their Countries. Especial Zimbabweans noHardFeelings,Xenophobic
"  They will kill because they failed to convince others that they are better. Hence you see rubbish at the local level. ANC took all the taxi drivers and other thugs at put them in their ranks. 
How do we change the face of a community?
Why foreigners are employed in our community.",Xenophobic
"  Better build children than repair you, who is renting flats in central business district while many of you are staying in back yards. Who is working in mines, farms and all key areas of the economy. Foreigners &amp; you’re saying they’re not contributing to ur economy",Xenophobic
   One of those racist guys trying to be smart by calling other ppl foreigners not knowing the meaning of the word such ppl deserve to be ignored as they don't know wat they on abt n how can u call me a foreigner in my own country....😳,Xenophobic
"We must hold the Govt to account for underfunding pub health. It’s unacceptable that the bulk of our pub health budget is funded by foreigners. If they care about honesty, that’s the root of the problem. Nobody can muzzle those using their s67 right to challenge the Govt on this. ",Xenophobic
"    Statism: if you can hide behind state sovereignty, you can plunder, rape, torture &amp; kill as many foreigners as you want, as long you represent the imaginary lines in the sands that defines the borders of ur state vs others who came into ur country. Xenophobia",Xenophobic
    The same people who don’t like foreigners in your country but your companies are operating in conducive environment in those countries whom you kill their citizens in the name of running businesses in your country.,Xenophobic
"    Same country, same opportunities but different understanding that what sets locals &amp; foreigners apart not any mystical powers. Our African brothers &amp; Whites are taught about financial literacy at a tender age. They don’t chase cars or all fashion trends",Xenophobic
"  We must teach our kids about financial literacy or we will be subjected to foreigners. Most of you think of driving posh cars &amp; live in exquisite rented apartments instead of buying a mortgage, when foreigners comes &amp; utilize the opportunities you become jealous and envious",Xenophobic
"      Killing no,at least I'm a Christian so I don't support killing a human being but truth must be told most foreigners here in South Africa not just Somalis, they think South Africans are stupid. Example why do they sell fake foods to poor South Africans then pretend to be innocent ",Xenophobic
"  Don't forget there are also foreigners who gained citizenship in that number, albeit fraudulently.",Xenophobic
"Akukaze kutholwe shatini, matter of fact I just found out at the height of apartheid if it continued, black people would be dubbed as ""illegal immigrants"" as according to Vervoord. Ngabe sonke sama zayi zayi ",Xenophobic
87 Illegal Immigrants. DHL is set on uniting Africa.,Xenophobic
  Bloody foreigners,Xenophobic
  That the man is a thief. He sold our country to foreigners. You can include WMC on the debate it’s fine. But it doesn’t justify that the man has stolen from this country or allowed foreigners to loot and take our money to Dubai.,Xenophobic
Yoooooooo!🙈😪 South Africa is not Safe at All cause of this Foreigners. ,Xenophobic
"    Xenophobia yamasimba!!! So we must tolerate bullshit, just because umafehlefehle finds it to be xenophobic!? Truth be told, most foreigners are responsible for the crimes in our country!!",Xenophobic
I think it’s time  review the immigration policies. You can visit  and stay for more than the days you declared you will spend there . Here foreigners comes and Build home.I know we have good foreigners but I guess many have to be checked. Human trafficking,Xenophobic
 He was talking to the issue of unfair competition for jobs between natives &amp; (illegal) immigrants.,Xenophobic
  Imagine simple thing you only design S. A structure; how check here ... PSL 7 players each team to be under 23 then 2 players each team foreigners therefore the rest adult ones .... Then tell me how will you fail as you have plenty of talent to select ? France use Mbappe eg,Xenophobic
      I still repeat until six feet underground... As long SAFA mismanagement is like this it will never be the same because of politics 👊🏿Ghana or Nigeria their PSL they don't have foreigners and again they use their citizens coach so why not in S. A ? World Cup Class only way👊🏿,Xenophobic
       see what you guys have done to the hood!? May kasi rap &amp; the spirit of kasi live forever 🤙🏽 PRO is resting in peace 🤞🏾,Xenophobic
"PRO Kids legacy lives on. 
kasirap SAHipHop SAHipHopArchives 
""shout out to all the street team members"" as PRO would say. MaE Maggz Redbutton KO YangaChief DonDada materialculture Feezy siyashezi maraza  kwesta kidX EMEM  kaufelaKaufela NativeAirways DankieSan ",Xenophobic
No matter how much you can try to push your Business black people don't wanna support other black people they choose  foreigners businesses ,Xenophobic
   Johannesburg side ... Please tell me how many people must cry or be sick or die because of these African foreigners killing us as our Government are on side of them because they have a deal with bribes while our own suffer ? Last week Jozi they gave a kid sweets to be like this ,Xenophobic
" Tata🙄....wat r u implying....if I'm hearing U ryt ur condoning all these acts done by south africans to foreigners, kodwa awuyithethi ngeliphandle🤔",Xenophobic
They were fake. It doesn't change. Weaves are also fake. But at least fake locs emulate African heritage not Foreigners lol ,Xenophobic
" And when Foreigners are arrested here, they cry foul, calling it xenophobic attacks.",Xenophobic
Was watching a heart wrenching documentary about an immigrant family making a dreadful trip from Honduras through Mexico to the US. The suffering they endured en route to the the US border was unmeasurable.This is the human cost of  immigration policy. ,Xenophobic
"The Swedish Prime Minister, Stefan Löfven , has begun the final of the general election campaign by warning about extremism and fascism. Löfven's Social Democrats are facing a strong challenge from the anti-immigrant Sweden Democrats.",Xenophobic
"    an immigrant becomes a billionaire in an economy dominated by WMC , denied to millions still living in shacks",Xenophobic
"  I think that ""disruptive ebterprises"" are becoming the norm. Amazon, Uber, Tencent, Kulula...

But consider that micro stores, when established by immigrants operate with very low burdens. E.g. many owners live at the back of the stores with little fixed expenses...",Xenophobic
"Foreign nationals have, yet again, been attacked, displaced and had their shops looted in South Africa.  AfricansRising KilimanjaroDeclaration southafricaxenophobia mentalslavery socialglims xenophobia expo2020 Johannesburg foreigners",Xenophobic
  Are you implying that farmers are employing foreigners? What is your point by the way?,Xenophobic
"2/3
• Love thy “enemy” — Muslim, gay, foreigners, transgender, political opponents — and caring deeply and fighting for the preservation of their humanity and being even though we might disagree at the core of our beliefs.

Thats the gospel lived out.",Xenophobic
"They don't like us, they tolerate us.
Weird to conceive such an idea considering they're the ones who're foreigners here... that audacity... 

These people are really a conflicted breed...",Xenophobic
                      Foreigners are responsible for these,Xenophobic
"While Trump is terrorizing foreigners, Ramaphosa is protecting foreigners.
  U is not SA
foreigner",Xenophobic
"If this is true, another case of foreigners benefiting from the South African taxpayer under  rule? ",Xenophobic
" The mere fact they blame foreigners already sets a presidence (sp) in the hatred towards all foreigners. 

King Zwelithini once said ""all foreigners must. They should be dealt with as they commit crimes"".

What followed after those statements?",Xenophobic
" As i eluded to earlier, majority of hate starts from rhetoric from leaders and the use of foreigners as scapegoats for whatever reason.",Xenophobic
"With all that said, why do YOU hate foreigners?

Why are foreigners from other African countries (besides Botswana, Swaziland, Lesotho and Namibia) hated so much but not foreigners from America, Europe, Asia (China and Japan) and South America?",Xenophobic
"Fact in the anti-foreigner rhetoric by leaders like King Zwelithini, Malema, Herman Mashaba etc. 

That has fuelled hatred and intolerance towards foreigners.",Xenophobic
"The general consensus now is every crime in SA is perpetuated by foreigners. 

Every foreigner? You see people are hating every foreigner because a certain number were caught and their overall hate is based on those criminals.",Xenophobic
" Well
You see
He learned to talk 
Like that
Because his parents 
were 
Immigrants",Xenophobic
"I asked a tweep izolo if they'll be happy and support the killing of foreigners should their loved one be killed by locals in a foreign country for a crime over a crime they committed. 

The answer was YES. I'm still SHOOK ",Xenophobic
"Why is that some South Africans have a problem with foreigners from all over Africa (besides Botswana, Lesotho, Swaziland and Namibia)?

But are fine with foreigners from America, Europe, Asia (China, Japan etc) and/or south America? ",Xenophobic
 A foreigners life is worthless remember?,Xenophobic
 Well in SA foreigners are second class human beings who don't deserve to breath,Xenophobic
"I know many (not all) don't like foreigners.

But what do you like or appreciate about foreign nationals? ",Xenophobic
This nigga Trump took it too far. 😹 He in the cloud looking for immigrants. ,Xenophobic
 Before you suggested we foreigners stay in camps you should have researched the meaning and reason for the use of refugee camps because all along i thought you intelligent and have a decent dose of common sense. I was wrong,Xenophobic
 I'm a foreigner and your suggestion to house us in camps because we cause all the problems here is immature and smells of someone who is inhumane and thinks they are superior to foreigners.,Xenophobic
" Wrong on everything. 

Government has a record of how many foreigners are in the country LEGALLY.  They don't know how many foreigners are here ILLEGALLY.

You cannot house foreigners in refugee camps without a humanitarian crises.",Xenophobic
 the thing here is this people and rest of other foreigners get what they want and support from top officials that we citizens are not getting.,Xenophobic
The shops belonging to foreigners alleged to be selling fake goods to the public are being looted. You’d think the proper way of handling the issue is confiscating the goods and legally halting such operations. But no SA has another solution ie loot those very shops. How though? ,Xenophobic
"Looting foreigners shops in Soweto Johannesburg South Africa, both parents and kids they needs free service in the country ",Xenophobic
"Looting foreigners shops in Soweto Johannesburg South Africa, both parents and kids they needs free service in the country ",Xenophobic
" Also big established brands selling fake foods also. It's been a practice they've done for years. 

I feel also it's a third force which knows foreigners are easy targets.",Xenophobic
" Besides this fake food thing. 

Is it me or foreigners are easy targets for locals taking out their frustrations on?",Xenophobic
"  I don't think the system favours foreigners. It appears so because so because some foreigners bribe the authorities meant to uphold the integrity and fairness of that system. 

Not all foreigners are favoured by the system. Trust me I've personal experience.",Xenophobic
" I'm told that industries have sprung up, run by foreigners, producing fake goods supplied only to foreign owned spaza shops. It surely can't be what we mean by FDI. Tap water, cheap rice, junk washing powder, fizzy drinks and a whole lot more packaged as regular brands...",Xenophobic
" They have the infantry to walk out of a test room. They’ll be subjected to poor jobs, no wonder why foreigners get the nod ahead of them",Xenophobic
 South African  government should put focus on the people who are selling the expired product to the foreigners,Xenophobic
"""In my garage there's an immigrant "" -   😭😭😭❤️🚀",Xenophobic
“Turning foreigners into citizens cos in my garage is an immigrant”  -Boity 👏🏿,Xenophobic
"Dear revolutionaries,

The eToll gantries have passed their expiry dates. Please do your civic duty.

P.s. Holy shit, they're also owned by FOREIGNERS... ",Xenophobic
"""Turning foreigns to citizens, cos in my garage is an immigrant""💣 ",Xenophobic
“turning foreigners to citizen b/c in my garage is immigrants”  WuzDat   🔥🔥🔥GAME CHANGER  ,Xenophobic
turning foreigners to citizen because in my garage is immigrants WuzDat   ...🔥,Xenophobic
" Bottom line... foreigners didn’t come here to play games, they didn’t leave their families to come here and party. They’re hard workers. To save money, they even sleep in their shops, they’re united, they work together-support each other, and send money back home.",Xenophobic
Only foreigners would do this🙈 ,Xenophobic
Hozier-foreigners God💓❤🖤,Xenophobic
South Africa government must get the solution to what is happening on foreigners in the country. Each and every time looting looting shop killing,Xenophobic
Kuruman residents calling themselves Dikwankwetla Community Forum for Service Delivery are accusing the Northern Cape government of failing to act against foreigners selling expired food products in their shops in the area.,Xenophobic
"Ba kae bo ""he he South Africans are lazy, don't support each other, Pakistanis/foreigners work hard?"" These people have a bigger agenda than selling fake goods. Or ba rumilwe,🤔Ke mang🧐.Go fetsa Rantsho??? Tjo, claps once👏 Xenophobia FakeFoods finishblacks",Xenophobic
     You sound like an Apartheid apologist. No spinning will work cstaz. Kwerekwere is a derogatory word meant as an insult to foreigners. Nhlamba,Xenophobic
 Mayor  leading a raid on shops mainly owned by foreigners after claims their spaza shops sell counterfeit and expired foods. The Mayor has condemned looting of shops owned by African migrants ,Xenophobic
" Lots of shops (China Malls), Carwash and small factories including small holding farms employs illegal immigrants and  knows about it but turns a blind eye.",Xenophobic
 Sadly there’s more shops in Ekurhuleni employing illegal immigrants.,Xenophobic
" We’ve been wondering how foreigners get to sell their products so cheaper than us and we were told “they BUY in bulk”. They don’t “buy” but “manufacture” those products. Fake products! Aaai, yaay yaay...",Xenophobic
  So you don't even know one official who once registered foreigners as locals to boost his basketball club? 🤣🙆🏿‍♂️,Xenophobic
"WhiteCity WhiteCityUnrest  what transpired in Soweto today should happen to every community, don't loot but this foreign shops must be closed down, in CosmoCity foreigners pay ANC people for renting their shops in the community ",Xenophobic
The foreigners * who reside among you will become higher and higher over you and you will become lower and lower.   They will lend to you but you will not lend to them; they will become the head and you will become the tail! 🤔,Xenophobic
"   No the reason why they set up shops here is you people were too lazy to create your own shops and support them giving them no space to entrench themselves in your society. 

Stop being a dumb lil piece of shit and realise no all foreigners are perpetuating these heinous acts",Xenophobic
" And when we try to speak out they say ""South Africans are Xenophobic and lazy"" question is why Europe and North America don't want foreigners in their own countries.?
""Abo my friend"" are slowlu killing our country piece by piece.",Xenophobic
 Waste of foreigners space two useless players 😂,Xenophobic
South Africans handed Joburg City trading markets to foreigners on a silver platter.,Xenophobic
"Where is patriotism if you're prepared assist the foreigners,who has no care for the future of your country,to loot your national treasury?
Or maybe you think that the national treasury has infinite resources 
StateCaptureInquiry",Xenophobic
 Did you know that some of those farm murder crimes are committed by illegal immigrants brought into the country by the farmers as slaves?,Xenophobic
"Mina Im a Sundowns Fan, Not Pitso or Motsepe fan. Our team is becoming a flock of foreigners, dominating starting line ups and Man of the Matches, even In PSL awards, look at how foreigners are sweeping them. This foreign players make Pitso think that  is his own. ",Xenophobic
  Foreigners are killing us and we are quite about this. Mara why?????,Xenophobic
 Shut down all illegal traders and all illegal foreigners must go home we are tired of drugs and crime.,Xenophobic
  must take back the Land &amp; Nationalise everything just to make all these foreigners go back home.. Africa is for Africans!! ,Xenophobic
  Kick out the immigrants they are a headache,Xenophobic
SA requires work permits from foreigners. I don’t get how the LAW squad thought they could invade an entire county’s legal system 😂,Xenophobic
"Should we get rid of all the Foreigners or should we look at ourselves 

TheQueenMzansi 

sabcnews ",Xenophobic
"If foreigners continue to sell expired and home made products, which undergo no quality control tests to our communities I am forced to ask  to enforce Xenophobia",Xenophobic
 To think that MOST prime properties are owned by foreigners in our country we should pass that law too.... but noooo their too corrupt to do it,Xenophobic
"When we hate the Foreigners, they say we are being Zenophobic
Zimbabwe.   ",Xenophobic
Some are foreigners! Fvck these people bra.,Xenophobic
  Why do we have foreigners here?,Xenophobic
"Government system to regulate foreigners Spaza at townships is failing big time,  our people are consuming unhealthy food every day but we does have Environmental sciences Offices to monitor food before they go to people.     help us ",Xenophobic
Julius Malema Warning this Country that a War is Coming. You know we have a Government that is letting Foreigners do as they Please. Yesterday a Nigerian Bumped my Car and Shout at me when I Stop them check my Car before they Go. lucky it was at a Back Black Bumper No Damage.🙄 ,Xenophobic
"    So why did He accept the responsibility without having solid strategies to curd the inner city crime and undocumented foreigners?.. If he feels that the given responsibilities are burning him, He can peacefully vacate the office.",Xenophobic
 He was right illegal immigrants destabilise a country,Xenophobic
Foreign is Occupying even those Land EFF  said is our Land. Is our Land but still we don't have access for it as long is Limited and the number of Foreigners who Occupied it is too High. Not being Racist but talking the Truth.  . ,Xenophobic
"Almighty Father, I am willing; 
Make me obedient, and let me eat the good of this land,
Remember in Isiah 60:10 ”you said “
 “Foreigners will rebuild my walls, and their kings will serve me”
Let my land flow with milk and honey and fill my soul with your goodness In Jesus name",Xenophobic
"

Hillbrow is occupied by foreigners who are doing all sorts of crimes and we as South Africans have just kept quiet and allowed people to terrify us in our Land.",Xenophobic
  What is South Africa gaining from illegal immigrants,Xenophobic
"SouthAfrica was forced by the world to open its borders and let go of all its restrictions.
So we were overwhelmed by the immigrants.
But Now the chicken come home to roost for the world. 
So take the punch and do what you preach. 
karma
leadership
Politics ",Xenophobic
But he is an “immigrant”😞 ,Xenophobic
"This is unfair. You can not deny a man his identity like this. 
German when we win, immigrant when we don’t 😒☹️ ",Xenophobic
You don’t get me mshana. If I say boarders. I mean immigrants not trading ,Xenophobic
Put in your head that Africa have countries now nd laws. The majority of South Africans not to have foreigners ,Xenophobic
We will use every opportunity we get to free our country from foreigners invasion. South Africa for South Africans. Nigeria for Nigerians. Togo for Togolese ,Xenophobic
"Live with your Boko Haram and Fulani Herdsmen. We’ve been living with white for more than 500 years we never had drugs problem, human trafficking etc. ever since foreigners arrived here our country is something we don’t know ",Xenophobic
"  They lived in camps. South Africa is paradise to foreigners. They live the life they can’t live in their countries we don’t say anything because we will be accused of Xenophobia. We are fighting cheap labour, foreigners are promoting it",Xenophobic
   Clean up the foreigners too,Xenophobic
"  That is currently our struggle to dismantle those Americans &amp; Europeans power by taking what belong to us , on the other hand we can hav stress of flooding open borders we won’t see the results of our fight if we allow that our people still won’t benefit but foreigners will",Xenophobic
" Angith when we say these foreigners must leave y'all are the first ones to cry ""xenophobia""",Xenophobic
"   Just for interest sake, After these ammunition have been taken or stolen from these government institutions buy South Africans can they perhaps be given or sold to foreigners to used them in Cash in Transit ?",Xenophobic
"   Immigrants are economic refuges, they come here for only 1 reason, to work. Even if they are exploited, they work. Us we ain't refugees, you are making a HUGE mistake by comparing us to refugees. We'll never take exploitation, never. We'll be our own bosses soon.",Xenophobic
" Wrong and stupid move from HUMAN RIGHT COMMISSIONE,they are exposing themselves that's they are just a FAKE HUNAN RIGHT only standing 4 foreigners and HUMAN RIGHT keep quiet and watch when these foreigners selling drugs to our kids,now HUMAN RIGHT getting involved in SA politics ",Xenophobic
The capitalist countries are feeding failed African communist countries. South Africa is home to foreigners because of capitalism. Capitalism is the best system nd I love it 😍 ,Xenophobic
ItBoresMeToHell when foreigners  Thinks South Africans are lazy ,Xenophobic
Foreigners doing as they please hey CarteBlanche,Xenophobic
  That is capitalism the real we have foreigners coming to South Africa it because of capitalism,Xenophobic
  Nope... do you really want millions of foreigners using our peoples facilities when there arn’t even enough for them?,Xenophobic
" Alright, nna I say this because SA is just acting like sissy’s bilateral agreements mostly favor foreigners than us. Security at borders isn’t safe like it should (rather 100%) as it should. Our immigration laws as well as the constitution give foreigners the same rights as SAns",Xenophobic
" In SA illegal and legal immigrants have also acquired jobs at the expense of  locals.The difference though is that they want to work and many do a much better  my daughter's case,vine farming,2 Malawians legal immigrants replaced 5 locals &amp; with more skills",Xenophobic
 If dis is true then it must start in Tembisa RDP houses owned by foreigners and stands and it was said no foreigner should own property in SA,Xenophobic
"Malema needs help,he goes around fooling people that black people here SA are foreigners,he says land belong to this people that look like Chinese the so called the San.and since Malema always flipflopping and I'm afraid tomorrow Malema will say SA belong to the Chinese ",Xenophobic
" And you won’t believe this but there’s researchers that are busy searching for oil at sea on the east of SA (Our Territory) there’s rumors they found something but knowing SA, foreigners will own that and milk us out as always mxm",Xenophobic
 Tshego yeah I’m thinking of getting Zulu girl before they becomes foreigners 🤣🤣🤣,Xenophobic
" Maybe he needs to get a degree from university of life. Have you seen how immigrants seem to make it when locals struggle. Is it that humans are conditioned to overcome obstacles? Go to Rugare, Amaveni, Dombotombo,Tafara, Mbare, Rimuka chances are your landlord came from Malawi.",Xenophobic
 Nibe ngama foreigners nize nge passport. Sinibophe la e South Africa. Nifane ne Swaziland inkosi idle kahle nihlupheka. 😂,Xenophobic
 Communism destroyed Africa. We have foreigners in South Africa because they are running away of communism,Xenophobic
" by foreigners they mean non-Zulus or non-South Africans? 

My take, let KZN go. it is not worth it",Xenophobic
 Why this foreigners are allowed to hunt in our country while they left their wilds untouched?,Xenophobic
The foreigners - I want to know what love is,Xenophobic
The immigrant bar braamfontein 📷📷 ,Xenophobic
"Mauritius has announced that it would be offering foreigners the chance to obtain Mauritanian citizenship in exchange for a non-refundable $1M

For an additional cost of $100K, foreigners can also purchase citizenship for their dependents",Xenophobic
"   Let’s say you go to States or countries with one language ...will you still define “locals” the same way you did here ?☝️to save you locals of a certain area are people who are born in that area, any1 who comes as a visitor or to settle are called foreigners!!",Xenophobic
 Hey mativa na.  This thing oftenly is done by foreigners.....,Xenophobic
  It's interesting in Africa that's the only place you hear and see Africans calling each other foreigners .,Xenophobic
"I don't see anything to do with race because I don't live in the past ,we have a serious problem in our country as we speak, DON'T IGNORE THE SIGNS ..There are foreigners taking over our country. ",Xenophobic
"  Maybe the idea is to start a side hustle. Have you seen how foreigners in SA can make it when locals struggle. Your Zim mechanic, Mozambican builder, Nigerian hair dresser is making more money than you. A Moz guy told me 10 yrs ago there used to be no informal tyre fixers in SA",Xenophobic
"I don't know why y'all slander our SAn men than just saying you prefer foreigners, nx ",Xenophobic
The Irony. New arm in US military - space force. The most active in space is an african immigrant . What will members be called -perhaps space cadets?,Xenophobic
White people are  basically international illegal immigrants 🤔,Xenophobic
"  We are absorbing a lot of Foreigners in Gauteng and we need to do proper planning.""  safmviewpoint sabcnews",Xenophobic
"""How do immigrants contribute to SA economy""? Am highlighting EU  support at workshop w.    .",Xenophobic
"  But this section must be amended, interpreted correctly and state categorically that:

More than 60% of strategic land and minerals must be owned and controlled by indigenous African.

Only less than 40% of land can be owned by foreigners.",Xenophobic
   Yet foreigners with skills as bad as their accent get free airtime with their hiss and wing nonsense 😏,Xenophobic
" Power is very corrupt, Melania is also a foreigner in USA but she is the wife of the president and she is from the rich Trump family, now other foreigners are treated badly or somebody’s wife or hasband who is a foreigner but not rich is treated badly 😢",Xenophobic
                                                 And how they did !!Most certainly one of the best immigrants any country could have hoped for.Unfortunately some of later decent  interpreted freedom too wide and sold his own in bondage so that others could be free.The same is happening in France at the moment.Migrants preffered,Xenophobic
The make up of the majority black players in the French soccer team should be used 2 highlight the plight of the impoverished immigrants residing in sprawling “Banluies” “ghettos” subjected to racism and prejudice by the French government🇫🇷 🇩🇰 FifaWorldCup2018 ,Xenophobic
"   The land has 3basic uses, 1. Human settlement 2. Food security (agrarian reform,)3. The minerals incl it's waters . Currently our land is owned by corporates, multinationals and foreigners who's interest is solely profit.",Xenophobic
" Fuck you  you used to hard labor foreigners in your fucking hotel, because you now president you think you special.. Hell is for you idiot foolish nonsensical pooh",Xenophobic
   No boo I didn't say that lol... Isn't he is busy deporting foreigners with his fluffy ass,Xenophobic
"White people are illegal immigrants everywhere, so shut  up, you should have stayed in Europe ",Xenophobic
"So if I don’t know the meaning of the language, then I will be like a foreigner to those who speak it, and they will be like foreigners to me.
1 Corinthians 14:11",Xenophobic
Whites are foreigners too you know..,Xenophobic
Nina lana eMzansi niyawabhebhisa ama foreigners anishiye nezingane iLawmaker yase Russia ikubeke obala ukuthi thola same race uma ufuna ukuya ocansini WorldCup ,Xenophobic
 Anti- immigrants fiasco+China trade war+Iran nuclear deal  &amp; climate change pull out+anti-free media rants+Snub of multilateralism x White House senior staff turnover= A modern day POLOTIC Reality Show. Elon Musk need to take POTUS 🇺🇸 to Space Vacation 🔥🚀🛰,Xenophobic
" Behaving like they do , and still expecting to get employed . Rather ask why the companies trust foreigners more .",Xenophobic
Strike at Venreen going to Durban foreigners faces a  big challenge pakaipa tofiraa musango hre coz of Zanu Mnangagwa must Go ,Xenophobic
  Foreigners are busy studying to come and grab the lil jobs left in your country!🤓,Xenophobic
" Foreigners are taking over.
Why can’t we invade their countries too?",Xenophobic
TopicOfTheDay Is Xenophobia another form of racism? Are we inherently racist against foreigners? SAfmSoundAwake  ,Xenophobic
  Seperating infants and small children from their parents on the basis that the parents are illegal immigrants is disgusting. Acknowledge that.,Xenophobic
  Go and blame the leaders of countries from whence these immigrants come from and stop fighting amongst yourselves; it's unAmerican although I am not an American but I also say America first,Xenophobic
Whites are foreigners in Afrika and it is not appropriate neither correct that they run and are in charge of our economy. Foreigners can't be in control of our wealth. We need to correct that through Land expropriation without compensation and voting  in 2019.,Xenophobic
" Tsek,  he should have first unpacked how your corrupt father gave his powers to the foreigners",Xenophobic
I'm at the Immigrant ,Xenophobic
" Could be true but my interaction with foreigners is that their perception of SA has been badly hurt by our current image-corrupt,violent and dangerous,Eskom and more.
My own family won’t visit and called me yesterday about our “power disaster”.",Xenophobic
    What about foreigners?,Xenophobic
But where have u seen such a practice? Is this going to be  part of cultural practice in the small kingdom? What is Swazi men don't want any of the ladies wanting to marry foreigners? What a levy?🙊🙊🙊😲😲😲 ,Xenophobic
 your uncle in Swaziland is putting levy on Swazi women marrying foreigners. I hope you will not cross the border for that purpose because SA won't donate to help you pay for the fine 👇👇👇🙊🙊🙊🤣🤣🤣🤣 ,Xenophobic
This thread 👏👏 mustardseed immigrant welcome ,Xenophobic
"My people would rather starve in dignity than be subjected to racist exploitation by foreigners. So this is an attempt on ""good publicity"". You will fail dismally. Tell your handlers  that this only the beginning. You may have to pay back whatever it is they gave u ",Xenophobic
 You forgot thd Chinese and thd foreigners from the north and the East Germans etc! South Africans are one Nation!,Xenophobic
So many Foreigners selling and fixing stuff to survive. So many pupils putting in extra time and effort but still illiterate. So many doctors working very hard to save lives but still people die like i get u. It doesn’t end only at “working hard” it begins there!! ,Xenophobic
"  The embassy treatment and how i felt went w me to Morocco. I never enjoyed that country. I enjoyed the experiences w other foreigners but not the locals and time alone. 

Good luck.",Xenophobic
"Do foreigners mug , hijack &amp; necklace South Africans? If so, how many incidents have you heard of? Be serious ",Xenophobic
" You chose to part away with something. At some point Africans need to understand that as foreigners you have more rights and right of way in foreign countries. 

So no, no sympathy for you.",Xenophobic
"                                               You have an ID don't you!What is its purpose? To identify you as citizen of course!And the pass system was exactly that! How would one identify an illegal immigrant?Should he not be able to produce an ID or papers allowing him entry,that's how. And a curfew was not a perm measure",Xenophobic
"Xenophobia is starting in Germiston,saw it today in president street around 7pm of which foreign owned business were threatened with violence.,so be advised my fellow foreigners avoid townships and squatter camps beginning from Friday late.",Xenophobic
Hawkers not residents.Also u must clean foreigners who are selling nyaope on Van Der Walt next to Phezulu E'Mpumalanga Tavern. ,Xenophobic
  More PR than actionable plans with xenophobic posturing 🙄. Robbers may be foreigners with military training but they are most likely just foot soldiers. The real beneficiaries are most likely big-time crime lords.,Xenophobic
  With foreigners it's usually a case of Go Hard or Go Home of which they choose the former,Xenophobic
" im at the clinic now been here since 6:30, the que is long. 70% are foreigners and its reality not xenophobic",Xenophobic
"Health Ombudsman says public health care has collapsed. A politician calls a press briefing to say actually No, it hasn't collapsed it's the unions, the foreigners, the patients, the cleaners, the Cubans, the private health. Entlik I blame everybody but ME. 

OK😠",Xenophobic
  I think you must set up in these hospitals so that can arrest illegal immigrant on spot. Drs aren't passport experts,Xenophobic
      the system is bleeding if a Dr sees 80 patients per day and 65 of them are foreign...with no papers at all. Home Affairs must set up in hospital to arrest and depot illegal foreigners without treating them,Xenophobic
"      you won't win with liberals. facts aren't important to them. our porous borders allow in 1000s of illegal foreigners who are here to only access medical care....

this excludes other illegals here for other things.",Xenophobic
      YES both white and black illegal foreigners.,Xenophobic
"    fact is our system is overburdened. 100s of 1000s illegal foreigners are overburdening our health, social services, schooling, law enforcement, service delivery system. SAns are paying for these and cannot afford it. We cant even protest it because it isn't politically correct",Xenophobic
"  during the so called operation fiyela nmthe were no raids in China city and Bedfordview, it is common knowledge that these areas have a high number of illegal none African immigrants.
But guess what nothing absolutely nothing is being said about these people",Xenophobic
" my problem with the whole foreign nationals debate is that it is limited to black Africans, no one is mentioning the Asia's, East Europeans and all other illegal immigrants in this country.",Xenophobic
"   SAns are there to work not to deliver millions of babies &amp; downgrade the economy. This 400 babies there mothers don't have passports. I'm not saying foreigners must not come to SA, they must be here to make an impact not to give us problems. No country ever complaint of SAns.",Xenophobic
" This reminds me of Julius Malema calling Tito Mboweni's children foreigners because they were born in exile, there was an uproar😂😂😂 Thin line on this thing, borders closely to being xenophobic.",Xenophobic
"   I am not sure however i will confirm with home affairs. We have had soccer players who were born in SA whose parents were foreigners playing for SA, e.g Pierre Issa(very french guy) because they are South African Citizens.",Xenophobic
"WhatIKnowAboutMyCity is that all foreigners have ownership of businesses, shops, land etc. Except for native citizens 😂NoChill Mzansi ",Xenophobic
Or maybe these fans are immigrants,Xenophobic
With due respect Pitso keep our proudly South African and release all the foreigners toe ,Xenophobic
Of which I myself I hate not being promoted bcoz am a foreigners and yet my credentials are wrthy it ,Xenophobic
 The English are either dumb or too scared to talk about the REAL problem (the curse of the PC Brigade) the foreigners are more clued up and are definitely smarter.. NOBODY dares to say the forbidden word...immigrants and Muslims 🤷‍♀️,Xenophobic
 I forgot to mention. That’s why i recommended that you get at the airport. Agents there are authorised to sell lines to foreigners.,Xenophobic
"I don't understand why will a man murder a woman for leaving him, dude this is South Africa there is more woman than males here even we foreigners can't keep up. She left you move on.",Xenophobic
" Speaking of ko Midstream, Spar sa teng, they have fired most of the South African employees and replaced with with foreigners. Mburu a lapisa to be honest",Xenophobic
"hellen zille said not all colonism  things was wrong, during apartheid errors the was no such things like crime,killers,corruptions,rape, hiv,nyaopes,drugs,lesbian,guys, foreigners,low shadding, down gradding,zuptors,nkandla,e-tolls and ect,",Xenophobic
